subject,time
5824788,time019
5824788,time001
1189352,time023
1189352,time001
3861530,time019
3861530,time001
4798071,time018
4798071,time001
5205099,time026
5205099,time001
4631414,time026
4631414,time001
4567153,time022
4567153,time001
5095398,time019
5095398,time001
1884359,time023
1884359,time001
1532763,time023
1532763,time001
5818038,time019
5818038,time001
3635843,time027
3635843,time001
3933970,time027
3933970,time001
4775345,time023
4775345,time001
4029793,time021
4029793,time001
5540218,time029
5540218,time001
3462278,time026
3462278,time001
1101838,time026
1101838,time001
2746876,time023
2746876,time001
4137581,time001
4137581,time028
5795061,time020
5795061,time001
2769043,time024
2769043,time001
1528350,time024
1528350,time001
4347995,time022
4347995,time001
4738023,time023
4738023,time001
5280965,time030
5280965,time001
1742603,time021
1742603,time001
2182162,time023
2182162,time001
3605520,time025
3605520,time001
5512973,time018
5512973,time001
1941673,time025
1941673,time001
5593496,time022
5593496,time001
1891358,time026
1891358,time001
4781826,time023
4781826,time001
4778239,time023
4778239,time001
1082991,time022
1082991,time001
2545066,time023
2545066,time001
4268310,time017
4268310,time001
2804895,time022
2804895,time001
5441800,time001
5701486,time019
5701486,time001
1365002,time023
1365002,time001
5246069,time025
5246069,time001
1892537,time021
1892537,time001
5742407,time025
5742407,time001
4139651,time019
4139651,time001
4737280,time023
4737280,time001
2551090,time026
2551090,time001
3142560,time021
3142560,time001
2803258,time019
2803258,time001
1670188,time026
1670188,time001
1340337,time020
1340337,time001
4544088,time022
4544088,time001
1461558,time001
1461558,time028
4391892,time026
4391892,time001
3497537,time025
3497537,time001
1383438,time024
1383438,time001
5472416,time024
5472416,time001
2152434,time023
2152434,time001
3042072,time021
3042072,time001
2969978,time025
2969978,time001
1552360,time025
1552360,time001
5993583,time019
5993583,time001
3140165,time001
1021168,time025
1021168,time001
1877589,time018
1877589,time001
4665863,time021
4665863,time001
3368073,time025
3368073,time001
3589558,time027
3589558,time001
1231134,time017
1231134,time001
2555657,time021
2555657,time001
1679024,time024
1679024,time001
3558030,time001
3059569,time023
3059569,time001
3425572,time023
3425572,time001
4085259,time022
4085259,time001
2457816,time019
2457816,time001
4923321,time018
4923321,time001
4007298,time025
4007298,time001
3503787,time021
3503787,time001
3508476,time024
3508476,time001
2926976,time025
2926976,time001
4594044,time001
4594044,time028
2013204,time021
2013204,time001
5621913,time025
5621913,time001
3234075,time022
3234075,time001
5956125,time024
5956125,time001
1371497,time018
1371497,time001
4545987,time022
4545987,time001
3462170,time025
3462170,time001
3460510,time020
3460510,time001
3327146,time023
3327146,time001
4696873,time024
4696873,time001
5759691,time023
5759691,time001
5953439,time001
6020501,time020
6020501,time001
5110708,time019
5110708,time001
1114419,time019
1114419,time001
2843791,time021
2843791,time001
3110351,time022
3110351,time001
3175297,time022
3175297,time001
5588006,time021
5588006,time001
2146898,time027
2146898,time001
2783421,time023
2783421,time001
4226778,time024
4226778,time001
1736167,time023
1736167,time001
3516513,time022
3516513,time001
3549588,time019
3549588,time001
4084590,time024
4084590,time001
1226394,time023
1226394,time001
4094720,time024
4094720,time001
3214525,time022
3214525,time001
1226312,time025
1226312,time001
4284672,time019
4284672,time001
6002944,time018
6002944,time001
1194540,time021
1194540,time001
3776378,time022
3776378,time001
4976334,time022
4976334,time001
4728639,time018
4728639,time001
2425344,time020
2425344,time001
5988234,time024
5988234,time001
4196809,time021
4196809,time001
3990551,time018
3990551,time001
5049179,time021
5049179,time001
3502519,time020
3502519,time001
5514011,time022
5514011,time001
1628750,time020
1628750,time001
1667741,time024
1667741,time001
1062635,time020
1062635,time001
1513302,time020
1513302,time001
1685623,time026
1685623,time001
2749481,time021
2749481,time001
4374414,time020
4374414,time001
1967491,time024
1967491,time001
3100921,time026
3100921,time001
1251379,time020
1251379,time001
3451300,time023
3451300,time001
1741030,time027
1741030,time001
5104791,time020
5104791,time001
2150465,time024
2150465,time001
4698004,time021
4698004,time001
1901233,time021
1901233,time001
5231385,time026
5231385,time001
4309331,time001
4309331,time028
2140995,time025
2140995,time001
3614055,time022
3614055,time001
5814248,time023
5814248,time001
4556183,time019
4556183,time001
2500398,time021
2500398,time001
1469049,time024
1469049,time001
1418594,time020
1418594,time001
2662717,time022
2662717,time001
2227215,time022
2227215,time001
5792603,time026
5792603,time001
3652512,time019
3652512,time001
1549585,time022
1549585,time001
5796207,time020
5796207,time001
4030058,time025
4030058,time001
3618953,time022
3618953,time001
3585382,time024
3585382,time001
5991806,time017
5991806,time001
5649331,time026
5649331,time001
4015423,time021
4015423,time001
5369555,time020
5369555,time001
2376772,time021
2376772,time001
3485650,time001
3485650,time016
2631097,time022
2631097,time001
4990060,time021
4990060,time001
2501198,time027
2501198,time001
5011003,time024
5011003,time001
3500349,time024
3500349,time001
4705226,time022
4705226,time001
1787530,time023
1787530,time001
1390525,time034
1390525,time001
5330207,time023
5330207,time001
4095750,time019
4095750,time001
3347939,time020
3347939,time001
1338793,time022
1338793,time001
2420162,time001
1051847,time027
1051847,time001
2296772,time022
2296772,time001
2073693,time022
2073693,time001
5978803,time022
5978803,time001
6003746,time024
6003746,time001
2933003,time030
2933003,time001
2467536,time019
2467536,time001
2711199,time021
2711199,time001
5202543,time019
5202543,time001
2820335,time023
2820335,time001
5997651,time001
5997651,time028
1909561,time020
1909561,time001
4851471,time020
4851471,time001
3577047,time001
1785651,time024
1785651,time001
1936830,time023
1936830,time001
4021248,time021
4021248,time001
2683089,time019
2683089,time001
4043639,time022
4043639,time001
4887152,time020
4887152,time001
4801603,time022
4801603,time001
4472425,time001
4472425,time028
4359076,time023
4359076,time001
2082180,time018
2082180,time001
3064654,time023
3064654,time001
1553194,time021
1553194,time001
1263471,time023
1263471,time001
1028925,time029
1028925,time001
5896082,time024
5896082,time001
5871420,time021
5871420,time001
1688411,time027
1688411,time001
2402093,time020
2402093,time001
2007599,time025
2007599,time001
5775340,time026
5775340,time001
4998285,time030
4998285,time001
3484785,time023
3484785,time001
2677127,time018
2677127,time001
2255499,time031
2255499,time001
3671404,time023
3671404,time001
2707066,time026
2707066,time001
1414550,time022
1414550,time001
1408127,time018
1408127,time001
2626071,time020
2626071,time001
4019079,time001
3289380,time001
3289380,time016
2347314,time022
2347314,time001
1236373,time022
1236373,time001
1523804,time022
1523804,time001
2109143,time024
2109143,time001
2371163,time021
2371163,time001
1668320,time026
1668320,time001
5633843,time017
5633843,time001
3277528,time001
3430738,time020
3430738,time001
5073239,time024
5073239,time001
4999543,time020
4999543,time001
4536596,time019
4536596,time001
1138437,time026
1138437,time001
2592701,time021
2592701,time001
3105917,time029
3105917,time001
5974464,time021
5974464,time001
2793149,time020
2793149,time001
4668045,time019
4668045,time001
2663827,time020
2663827,time001
4823945,time020
4823945,time001
3101719,time021
3101719,time001
4817133,time022
4817133,time001
2956690,time020
2956690,time001
2176087,time022
2176087,time001
3006738,time023
3006738,time001
4123997,time025
4123997,time001
5733218,time026
5733218,time001
1290053,time023
1290053,time001
5905978,time023
5905978,time001
1129014,time026
1129014,time001
4192362,time017
4192362,time001
4254103,time031
4254103,time001
3753841,time024
3753841,time001
2789365,time026
2789365,time001
2376568,time023
2376568,time001
2425913,time019
2425913,time001
2033466,time023
2033466,time001
1032612,time020
1032612,time001
5984195,time027
5984195,time001
1980097,time023
1980097,time001
3999074,time025
3999074,time001
2128327,time019
2128327,time001
2155888,time020
2155888,time001
4985653,time025
4985653,time001
5940141,time021
5940141,time001
3480971,time022
3480971,time001
5116450,time023
5116450,time001
3674212,time031
3674212,time001
1277829,time022
1277829,time001
2538192,time021
2538192,time001
3332385,time022
3332385,time001
2746547,time021
2746547,time001
1611085,time023
1611085,time001
5719099,time023
5719099,time001
2833560,time023
2833560,time001
1795475,time001
1795475,time016
5902399,time021
5902399,time001
2302229,time026
2302229,time001
4186217,time029
4186217,time001
3625806,time024
3625806,time001
3598263,time023
3598263,time001
2569330,time025
2569330,time001
4800267,time025
4800267,time001
3580818,time018
3580818,time001
3555422,time021
3555422,time001
2201533,time019
2201533,time001
1390896,time019
1390896,time001
1417183,time018
1417183,time001
1144146,time022
1144146,time001
2787228,time026
2787228,time001
4538097,time020
4538097,time001
5751028,time020
5751028,time001
2089845,time024
2089845,time001
5382925,time026
5382925,time001
3815629,time020
3815629,time001
3908979,time022
3908979,time001
3708781,time001
4992221,time019
4992221,time001
2097028,time021
2097028,time001
3911051,time020
3911051,time001
4008304,time026
4008304,time001
1470899,time022
1470899,time001
5159560,time022
5159560,time001
4803459,time024
4803459,time001
1911059,time024
1911059,time001
3363585,time025
3363585,time001
3501089,time021
3501089,time001
5710207,time019
5710207,time001
4848109,time022
4848109,time001
2416681,time025
2416681,time001
2493883,time019
2493883,time001
2710049,time018
2710049,time001
1937734,time024
1937734,time001
1870627,time022
1870627,time001
3050489,time022
3050489,time001
2935180,time022
2935180,time001
2759637,time022
2759637,time001
5714446,time021
5714446,time001
3272427,time022
3272427,time001
2499856,time023
2499856,time001
3884584,time021
4204538,time027
4204538,time001
5183035,time022
5183035,time001
1715121,time018
1715121,time001
3946700,time021
3946700,time001
1194151,time023
1194151,time001
1460107,time017
1460107,time001
5502203,time022
5502203,time001
4692489,time020
4692489,time001
3569388,time020
3569388,time001
4213179,time025
4213179,time001
2063174,time022
2063174,time001
1019898,time024
1019898,time001
2619627,time001
2619627,time028
5650683,time022
5650683,time001
5036224,time021
5036224,time001
1249147,time019
1249147,time001
5688479,time018
5688479,time001
5709826,time023
5709826,time001
4178905,time001
5342133,time022
5342133,time001
3802109,time024
3802109,time001
2381251,time024
2381251,time001
1787121,time024
1787121,time001
1305606,time019
1305606,time001
1232055,time022
1232055,time001
2713544,time021
2713544,time001
1665529,time024
1665529,time001
2106942,time020
2106942,time001
1263412,time023
1263412,time001
4745598,time027
4745598,time001
1933349,time020
1933349,time001
4478948,time026
4478948,time001
5735297,time022
5735297,time001
3661040,time025
3661040,time001
1052632,time018
1052632,time001
1261009,time026
1261009,time001
3161404,time022
3161404,time001
1466404,time017
1466404,time001
4503674,time019
4503674,time001
5561391,time020
5561391,time001
5298896,time019
5298896,time001
2657706,time030
2657706,time001
3383892,time021
3383892,time001
2529718,time025
2529718,time001
5377090,time022
5377090,time001
1722623,time027
1722623,time001
4650432,time022
4650432,time001
1308954,time019
1308954,time001
3922390,time024
3922390,time001
3487083,time025
3487083,time001
5626349,time025
5626349,time001
3573987,time022
3573987,time001
5899654,time022
5899654,time001
2683687,time022
2683687,time001
3784084,time021
3784084,time001
2295439,time020
2295439,time001
1413050,time018
1413050,time001
1063548,time024
1063548,time001
3308387,time023
3308387,time001
3721263,time014
3721263,time001
4306952,time023
4306952,time001
1643666,time019
1643666,time001
2712735,time022
2712735,time001
1180503,time019
1180503,time001
2339766,time023
2339766,time001
3172479,time024
3172479,time001
1901161,time019
1901161,time001
1145696,time020
1145696,time001
5165222,time026
5165222,time001
3250225,time025
3250225,time001
3091625,time017
3091625,time001
2139560,time025
2139560,time001
5529874,time018
5529874,time001
1398200,time021
1398200,time001
3408238,time026
3408238,time001
5885616,time023
5885616,time001
4887712,time026
4887712,time001
5523102,time027
5523102,time001
2696759,time019
2696759,time001
2740474,time020
2740474,time001
2844059,time024
2844059,time001
5494819,time024
5494819,time001
5222620,time025
5222620,time001
4603750,time025
4603750,time001
4658254,time021
4658254,time001
4204808,time021
4204808,time001
5847647,time019
5847647,time001
5544495,time027
5544495,time001
2646744,time021
2646744,time001
4097274,time025
4097274,time001
2219213,time025
2219213,time001
3187712,time019
3187712,time001
3446276,time027
3446276,time001
2249822,time019
2249822,time001
5492676,time019
5492676,time001
3801244,time021
3801244,time001
4366779,time022
4366779,time001
3766893,time025
3766893,time001
2038174,time017
2038174,time001
3437742,time024
3437742,time001
1082831,time021
1082831,time001
1538703,time025
1538703,time001
5392587,time021
5392587,time001
3466742,time024
3466742,time001
1242974,time023
1242974,time001
1330107,time021
1330107,time001
4376080,time029
4376080,time001
4270189,time026
4270189,time001
3670234,time022
3670234,time001
3174701,time023
3174701,time001
5512305,time020
5512305,time001
4675135,time020
4675135,time001
2594485,time019
2594485,time001
2540256,time021
2540256,time001
5962862,time027
5962862,time001
3755691,time025
3755691,time001
2995659,time022
2995659,time001
1586732,time021
1586732,time001
4424016,time026
4424016,time001
1853209,time019
1853209,time001
3316682,time018
3316682,time001
4956462,time017
4956462,time001
2129381,time019
2129381,time001
4604302,time018
4604302,time001
1229808,time021
1229808,time001
3778065,time017
3778065,time001
4052115,time019
4052115,time001
5298424,time022
5298424,time001
1176516,time021
1176516,time001
3622413,time001
1654316,time022
1654316,time001
2318424,time025
2318424,time001
4347468,time025
4347468,time001
4939025,time001
4939025,time028
4680042,time022
4680042,time001
5867475,time022
5867475,time001
6003377,time022
6003377,time001
5871498,time018
5871498,time001
4378274,time025
4378274,time001
3998639,time018
3998639,time001
1844367,time027
1844367,time001
5523663,time022
5523663,time001
5305763,time023
5305763,time001
5221433,time024
5221433,time001
2663216,time018
2663216,time001
4584986,time024
4584986,time001
5987399,time024
5987399,time001
2978821,time022
2978821,time001
3115919,time001
2935865,time019
2935865,time001
2384392,time026
2384392,time001
3982361,time022
3982361,time001
5187120,time025
5187120,time001
4240754,time018
4240754,time001
4667012,time021
4667012,time001
2660664,time025
2660664,time001
1743659,time026
1743659,time001
4045093,time022
4045093,time001
3532162,time024
3532162,time001
1353392,time024
1353392,time001
1806981,time025
1806981,time001
1204938,time023
1204938,time001
2682251,time024
2682251,time001
1544452,time025
1544452,time001
3840742,time023
3840742,time001
2219914,time022
2219914,time001
3750202,time025
3750202,time001
5869029,time019
5869029,time001
5761173,time022
5761173,time001
1407419,time023
1407419,time001
4970579,time021
4970579,time001
3346605,time018
3346605,time001
4615267,time021
4615267,time001
5132892,time021
5132892,time001
1006929,time023
1006929,time001
2641191,time023
2641191,time001
2301719,time018
2301719,time001
2249728,time001
2518426,time001
2518426,time016
5037513,time027
5037513,time001
3018056,time027
3018056,time001
3549171,time021
3549171,time001
4711602,time025
4711602,time001
1707653,time021
1707653,time001
4357139,time021
4357139,time001
3053630,time022
3053630,time001
2161371,time027
2161371,time001
2054667,time019
2054667,time001
2256487,time023
2256487,time001
2925853,time025
2925853,time001
3950295,time023
3950295,time001
4638847,time022
4638847,time001
2806202,time020
2806202,time001
4843690,time027
4843690,time001
5045474,time019
5045474,time001
5896221,time026
5896221,time001
4592790,time001
1056076,time001
5148090,time024
5148090,time001
1717892,time021
1717892,time001
5451726,time021
5451726,time001
4371216,time023
4371216,time001
5780975,time025
5780975,time001
4127273,time025
4127273,time001
5709878,time021
5709878,time001
3514223,time025
3514223,time001
3228755,time022
3228755,time001
4945713,time020
4945713,time001
3117133,time001
5059579,time020
5059579,time001
4738077,time021
4738077,time001
5127278,time001
5127278,time028
1030995,time020
1030995,time001
2719816,time027
2719816,time001
4862328,time019
4862328,time001
5606472,time020
5606472,time001
5565947,time025
5565947,time001
5753644,time020
5753644,time001
2570911,time022
2570911,time001
5530275,time018
5530275,time001
1956228,time021
1956228,time001
5531293,time026
5531293,time001
4030887,time025
4030887,time001
1118300,time022
1118300,time001
3499441,time018
3499441,time001
1991139,time022
1991139,time001
5400437,time025
5400437,time001
3178192,time019
3178192,time001
3505955,time001
2783656,time025
2783656,time001
2344183,time001
2344183,time028
5030180,time018
5030180,time001
4002858,time020
4002858,time001
5425366,time024
5425366,time001
2458825,time020
2458825,time001
4833288,time026
4833288,time001
5286187,time018
5286187,time001
3103034,time025
3103034,time001
3710259,time022
3710259,time001
5817753,time022
5817753,time001
1631893,time022
1631893,time001
3230202,time021
3230202,time001
2143626,time022
2143626,time001
4084870,time019
4084870,time001
5148979,time018
5148979,time001
5604532,time031
5604532,time001
5398602,time018
5398602,time001
4596985,time023
4596985,time001
5495754,time019
5495754,time001
2258614,time021
2258614,time001
4058457,time025
4058457,time001
4704744,time020
4704744,time001
3789254,time021
3789254,time001
4191344,time021
4191344,time001
5357476,time025
5357476,time001
1698843,time023
1698843,time001
3722041,time017
3722041,time001
4950146,time034
4950146,time001
3879138,time021
3879138,time001
3638409,time026
3638409,time001
4796604,time025
4796604,time001
1541091,time020
1541091,time001
5659562,time025
5659562,time001
4031656,time023
4031656,time001
1919814,time021
1919814,time001
2986631,time023
2986631,time001
3445742,time025
3445742,time001
1206685,time022
1206685,time001
5001238,time023
5001238,time001
3481734,time021
3481734,time001
3912232,time023
3912232,time001
5521386,time019
5521386,time001
5188199,time020
5188199,time001
5100378,time021
5100378,time001
2918484,time022
2918484,time001
1295807,time023
1295807,time001
5411931,time001
3245720,time022
3245720,time001
1632180,time025
1632180,time001
4528559,time022
4528559,time001
1369196,time019
1369196,time001
3268653,time001
3268653,time028
2174610,time026
2174610,time001
3681836,time021
3681836,time001
4446943,time022
4446943,time001
5054369,time020
5054369,time001
1326179,time024
1326179,time001
1169396,time024
1169396,time001
2617109,time018
2617109,time001
2919092,time021
2919092,time001
1439710,time023
1439710,time001
4937267,time017
4937267,time001
2502524,time020
2502524,time001
1700599,time020
1700599,time001
2889926,time021
2889926,time001
3709491,time001
3646758,time021
3646758,time001
1642385,time024
1642385,time001
1854814,time019
1854814,time001
4545572,time001
4545572,time028
2408582,time023
2408582,time001
3889065,time022
3889065,time001
1872213,time021
1872213,time001
3246764,time023
3246764,time001
4523474,time019
4523474,time001
5516457,time025
5516457,time001
1759259,time027
1759259,time001
2902813,time023
2902813,time001
4760399,time022
4760399,time001
3818702,time022
3818702,time001
4541568,time023
4541568,time001
2954875,time023
2954875,time001
2199158,time025
2199158,time001
1029675,time018
1029675,time001
1198108,time022
1198108,time001
5289254,time022
5289254,time001
2933306,time025
2933306,time001
3306922,time001
3073194,time021
3073194,time001
2279990,time022
2279990,time001
3737063,time020
3737063,time001
4300054,time020
4300054,time001
4611895,time020
4611895,time001
2237458,time001
2360619,time022
2360619,time001
1234090,time001
1234090,time028
2940187,time027
2940187,time001
2108181,time022
2108181,time001
5964050,time020
5964050,time001
3659507,time023
3659507,time001
6016204,time021
6016204,time001
1480758,time023
1480758,time001
3957016,time025
3957016,time001
2230311,time017
2230311,time001
1433466,time020
1433466,time001
5909060,time026
5909060,time001
5769550,time022
5769550,time001
5432527,time020
5432527,time001
4241365,time018
4241365,time001
1274883,time023
1274883,time001
1131380,time018
1131380,time001
3056979,time022
3056979,time001
2679246,time021
2679246,time001
5679380,time021
5679380,time001
3938018,time020
3938018,time001
4220145,time024
4220145,time001
5574040,time022
5574040,time001
4558243,time022
4558243,time001
3403296,time021
3403296,time001
4698257,time021
4698257,time001
1522962,time025
1522962,time001
3777137,time021
3777137,time001
3325595,time024
3325595,time001
1122897,time026
1122897,time001
2674233,time023
2674233,time001
1546907,time022
1546907,time001
4871191,time020
4871191,time001
4522949,time023
4522949,time001
1939090,time022
1939090,time001
4855997,time019
4855997,time001
3174123,time022
3174123,time001
5254754,time023
5254754,time001
4065582,time017
4065582,time001
2201636,time020
2201636,time001
5345579,time024
5345579,time001
2959952,time019
2959952,time001
1575809,time024
1575809,time001
1711237,time021
1711237,time001
1184855,time018
1184855,time001
5959462,time018
5959462,time001
3553663,time025
3553663,time001
3823877,time024
3823877,time001
4273358,time017
4273358,time001
5790955,time022
5790955,time001
3744736,time026
3744736,time001
4745280,time019
4745280,time001
3516016,time022
3516016,time001
1713507,time019
1713507,time001
3248403,time026
3248403,time001
1809579,time022
1809579,time001
1645329,time022
1645329,time001
4718648,time024
4718648,time001
4103979,time024
4103979,time001
4121456,time025
4121456,time001
1631063,time021
1631063,time001
5788260,time027
5788260,time001
2220270,time001
2220270,time016
3880955,time021
3880955,time001
1477988,time021
1477988,time001
1300897,time020
1300897,time001
1884769,time023
1884769,time001
1187980,time023
1187980,time001
4168193,time027
4168193,time001
2063208,time024
2063208,time001
3912646,time018
3912646,time001
1216542,time020
1216542,time001
1481244,time024
1481244,time001
3454744,time025
3454744,time001
2324783,time026
2324783,time001
5359016,time001
2654902,time019
2654902,time001
4282272,time025
4282272,time001
2849314,time026
2849314,time001
4544265,time020
4544265,time001
1714104,time024
1714104,time001
3383849,time029
3383849,time001
3382260,time024
3382260,time001
4006598,time026
4006598,time001
4351353,time022
4351353,time001
4767714,time022
4767714,time001
2664801,time023
2664801,time001
3870898,time025
3870898,time001
4843421,time022
4843421,time001
5599058,time023
5599058,time001
4131798,time024
4131798,time001
2017065,time020
2017065,time001
2501697,time023
2501697,time001
4050972,time026
4050972,time001
2514189,time023
2514189,time001
4022292,time022
4022292,time001
2737846,time001
5282493,time023
5282493,time001
1675821,time034
1675821,time001
1479531,time026
1479531,time001
2509760,time025
2509760,time001
1781964,time022
1781964,time001
3024250,time021
3024250,time001
2815334,time022
2815334,time001
5834665,time025
5834665,time001
5998331,time023
5998331,time001
1100423,time018
1100423,time001
1679069,time017
1679069,time001
4541822,time020
4541822,time001
4679951,time023
4679951,time001
2545873,time024
2545873,time001
3349165,time001
3349165,time028
4936901,time019
4936901,time001
5241538,time020
5241538,time001
3857622,time021
3857622,time001
4489123,time023
4489123,time001
2974212,time023
2974212,time001
4586184,time020
4586184,time001
5501367,time025
5501367,time001
4112021,time024
4112021,time001
2323704,time021
2323704,time001
5923002,time022
5923002,time001
4233212,time019
4233212,time001
3493783,time026
3493783,time001
4593535,time023
4593535,time001
3915153,time023
3915153,time001
2464920,time023
2464920,time001
3243646,time020
3243646,time001
2667747,time020
2667747,time001
2653615,time027
2653615,time001
5292653,time022
5292653,time001
1560607,time027
1560607,time001
5005766,time021
5005766,time001
2736969,time023
2736969,time001
3686631,time027
3686631,time001
2187749,time021
2187749,time001
1585550,time021
1585550,time001
1008003,time001
1008003,time016
2001146,time032
2001146,time001
1660271,time026
1660271,time001
3998458,time023
3998458,time001
3043176,time031
3043176,time001
2556247,time029
2556247,time001
2922084,time022
2922084,time001
3729654,time022
3729654,time001
4210330,time001
3597857,time022
3597857,time001
1354145,time022
1354145,time001
1337589,time020
1337589,time001
3640220,time018
3640220,time001
5948043,time026
5948043,time001
4401271,time024
4401271,time001
2499658,time019
2499658,time001
2293671,time025
2293671,time001
1356606,time022
1356606,time001
1713631,time024
1713631,time001
6019931,time024
6019931,time001
1409935,time020
1409935,time001
5956403,time021
5956403,time001
2361017,time001
4614450,time023
4614450,time001
4768427,time001
3191481,time026
3191481,time001
2917317,time024
2917317,time001
5835295,time023
5835295,time001
2986344,time023
2986344,time001
5466411,time021
5466411,time001
3430289,time018
3430289,time001
2319861,time031
2319861,time001
2204197,time022
2204197,time001
4350254,time022
4350254,time001
1061086,time019
1061086,time001
2553537,time021
2553537,time001
2310213,time021
2310213,time001
1069474,time020
1069474,time001
5504195,time022
5504195,time001
3591522,time021
3591522,time001
5787445,time001
5787445,time016
2023151,time023
2023151,time001
5923047,time022
5923047,time001
3852288,time026
3852288,time001
3659454,time021
3659454,time001
2881401,time025
2881401,time001
1692743,time019
1692743,time001
5632471,time024
5632471,time001
2248100,time017
2248100,time001
1438071,time027
1438071,time001
4311905,time025
4311905,time001
1335261,time001
1335261,time016
5861117,time023
5861117,time001
2834365,time021
2834365,time001
1064093,time023
1064093,time001
5776416,time022
5776416,time001
2659501,time021
2659501,time001
1116956,time023
1116956,time001
2232774,time023
2232774,time001
3575404,time019
3575404,time001
3180513,time023
3180513,time001
3130342,time020
3130342,time001
2110209,time019
2110209,time001
1341260,time023
1341260,time001
5120617,time026
5120617,time001
4414652,time020
4414652,time001
5948808,time021
5948808,time001
4651227,time026
4651227,time001
2053332,time021
2053332,time001
5796763,time019
5796763,time001
1401231,time020
1401231,time001
3030625,time022
3030625,time001
4504630,time022
4504630,time001
5089454,time029
5089454,time001
1233857,time026
1233857,time001
5834175,time024
5834175,time001
1534797,time019
1534797,time001
4006492,time019
4006492,time001
3388320,time024
3388320,time001
3297924,time001
3297924,time016
1636670,time023
1636670,time001
5844453,time024
5844453,time001
5855626,time022
5855626,time001
2377253,time018
2377253,time001
2534520,time027
2534520,time001
2036229,time022
2036229,time001
2870802,time001
2870802,time013
1381169,time025
1381169,time001
5647226,time020
5647226,time001
1939340,time024
1939340,time001
2326676,time023
2326676,time001
5295919,time001
5295919,time028
5700188,time018
5700188,time001
5166742,time021
5166742,time001
4827230,time021
4827230,time001
4276302,time027
4276302,time001
5701681,time021
5701681,time001
1035215,time019
1035215,time001
1468162,time022
1468162,time001
5989375,time025
5989375,time001
1308250,time019
1308250,time001
2108556,time026
2108556,time001
3230771,time024
3230771,time001
1832921,time023
1832921,time001
2538184,time021
2538184,time001
2416950,time023
2416950,time001
5844054,time025
5844054,time001
5085465,time024
5085465,time001
2660259,time026
2660259,time001
4850418,time022
4850418,time001
2379910,time024
2379910,time001
2043643,time020
2043643,time001
3209940,time024
3209940,time001
3902966,time023
3902966,time001
5058519,time023
5058519,time001
5997483,time026
5997483,time001
3498682,time021
3498682,time001
2323743,time018
2323743,time001
5181485,time025
5181485,time001
3780340,time023
3780340,time001
4449458,time020
4449458,time001
4468473,time019
4468473,time001
2525267,time018
2525267,time001
5421556,time023
5421556,time001
2539723,time022
2539723,time001
4400820,time026
4400820,time001
4599117,time027
4599117,time001
3769608,time019
3769608,time001
4670330,time021
4670330,time001
1023281,time022
1023281,time001
1965263,time024
1965263,time001
1823960,time026
1823960,time001
2620246,time001
5241233,time027
5241233,time001
5728663,time026
5728663,time001
1126019,time020
1126019,time001
4006842,time001
2337220,time027
2337220,time001
4909445,time021
4909445,time001
3786300,time022
3786300,time001
1550269,time026
1550269,time001
5914766,time001
5914766,time028
4221980,time019
4221980,time001
5392677,time023
5392677,time001
5224262,time019
5224262,time001
4632354,time023
4632354,time001
2130935,time022
2130935,time001
5717834,time019
5717834,time001
3151060,time022
3151060,time001
5355137,time021
5355137,time001
5317831,time018
5317831,time001
1457057,time020
1457057,time001
5973358,time026
5973358,time001
3062137,time023
3062137,time001
4290436,time022
4290436,time001
1544593,time024
1544593,time001
5120115,time021
5120115,time001
4394238,time019
4394238,time001
5974473,time022
5974473,time001
1746722,time025
1746722,time001
3130963,time022
3130963,time001
5153770,time022
5153770,time001
5547363,time001
5547363,time028
3157276,time032
3157276,time001
3195672,time021
3195672,time001
4733025,time024
4733025,time001
2013369,time022
2013369,time001
1986623,time022
1986623,time001
5725550,time025
5725550,time001
4813860,time021
4813860,time001
5281713,time019
5281713,time001
2127980,time018
2127980,time001
3026057,time027
3026057,time001
4290808,time024
4290808,time001
3100203,time020
3100203,time001
1492685,time024
1492685,time001
3152926,time027
3152926,time001
4541078,time017
4541078,time001
5597007,time020
5597007,time001
1957892,time023
1957892,time001
2371432,time001
2520212,time023
2520212,time001
5003184,time024
5003184,time001
1627293,time022
1627293,time001
5474748,time024
5474748,time001
2701006,time022
2701006,time001
1616594,time022
1616594,time001
5813843,time001
5813843,time016
2820766,time025
2820766,time001
1296707,time023
1296707,time001
2821190,time027
2821190,time001
1218446,time021
1218446,time001
4936264,time018
4936264,time001
1606139,time001
1606139,time028
2908540,time022
2908540,time001
3786187,time019
3786187,time001
4220372,time020
4220372,time001
1479009,time017
1479009,time001
3779819,time024
3779819,time001
5458640,time022
5458640,time001
3817553,time023
3817553,time001
5245655,time020
5245655,time001
1741604,time017
1741604,time001
4766081,time017
4766081,time001
2753999,time032
2753999,time001
4230251,time027
4230251,time001
2862266,time023
2862266,time001
4612891,time020
4612891,time001
2163024,time026
2163024,time001
3504458,time020
3504458,time001
4660983,time027
4660983,time001
1122035,time021
1122035,time001
3597866,time018
3597866,time001
5668432,time023
5668432,time001
1566862,time023
1566862,time001
2085823,time025
2085823,time001
3496489,time023
3496489,time001
1809396,time025
1809396,time001
4510245,time022
4510245,time001
2985818,time022
2985818,time001
4415982,time020
4415982,time001
3838222,time020
3838222,time001
1343140,time023
1343140,time001
2977449,time023
2977449,time001
4497213,time025
4497213,time001
5414237,time022
5414237,time001
2185357,time021
2185357,time001
5438093,time021
5438093,time001
1893018,time022
