case_id,trans
1832515,"[-0.18178441115216723, 0.21475911981208182, 3.939412093930353, 74.79512531287419, -0.5014262643846487, 0.8192099059221857, -1.1426122740703493, 68.80004884181315, -0.15453719446360228, -0.09714931527297074, -0.030925295376134594, 33.19676885932056, 0.0, 0.0, 0.0, 1.0]"
1849192,"[-0.2794918814708232, 0.7927488430955439, 1.900244345577866, 17.563597828987426, -0.19139711835947532, 0.42290204379342267, -3.4477988630289134, 79.4037491762969, -0.1709305874744648, -0.06414788669616354, 0.027311524933808996, 28.45580306803968, 0.0, 0.0, 0.0, 1.0]"
1850506,"[-0.297654793312949, 0.2845720993431165, 3.7410195591240303, 63.42035500587185, -0.36707546705496147, 0.8470427738675635, -1.5781206765834708, 48.043727510030024, -0.16100337065963766, -0.08201588000798513, -0.11075017912919347, 28.267992608226628, 0.0, 0.0, 0.0, 1.0]"
1853263,"[-0.09125242086273075, 0.2503934484937645, 3.7948020022860085, 64.74118586120872, -0.2700512495949969, 0.8841524655479096, -1.0926443674592505, 43.34563075903429, -0.17448826764243636, -0.054071040466265534, -0.010585162857768098, 31.190694244501557, 0.0, 0.0, 0.0, 1.0]"
1862853,"[-0.30247048610478144, 0.4399652502814549, 3.4711744348689204, 46.41290193254277, -0.44879270159940354, 0.7168700745706684, -2.190388911058977, 70.67832109292036, -0.1536242037057481, -0.09881066129221604, -0.014534136881012205, 32.12351046332567, 0.0, 0.0, 0.0, 1.0]"
1874931,"[-0.5507776214210055, 0.378144070083076, 3.0546335202002024, 65.62615693785077, -0.5614987505623732, 0.49172452646225717, -2.7321636565408474, 92.85275874105434, -0.11282093438334874, -0.14329578496765413, -0.04387757592012913, 29.843348586027588, 0.0, 0.0, 0.0, 1.0]"
1878667,"[-0.41240031219433754, 0.4283475579256521, 3.3007040777808543, 55.48335959064252, -0.5711205324190429, 0.5660311640906269, -2.4405783727122756, 101.78676042649379, -0.12966615136664356, -0.12868167861394342, 0.008404992420147256, 32.19494481052867, 0.0, 0.0, 0.0, 1.0]"
1881475,"[-0.4210307873829349, 0.7200600568961512, 2.264403324959951, 27.50387257792208, -0.28514269523890823, 0.472210140269248, -3.424171293956562, 74.42976083376918, -0.1573092835174562, -0.09289162501823331, 0.004878644278788571, 28.443334151387987, 0.0, 0.0, 0.0, 1.0]"
1893743,"[-0.36339089699479166, 0.4353573824252645, 3.3813290135594767, 42.1653654594512, -0.5570892461740218, 0.6070777087725838, -2.32630527341953, 83.96575939269556, -0.1364209667650498, -0.12144856858618744, 0.01644480214138038, 29.98042612802279, 0.0, 0.0, 0.0, 1.0]"
1916207,"[-0.2954754496039299, 0.4526234232766588, 3.4410429164520178, 68.59969517599467, -0.4950843864256831, 0.6768009781475738, -2.216801933202679, 86.98482579326861, -0.14907443840937584, -0.10551627518110834, 0.018176828935074493, 33.64087661930086, 0.0, 0.0, 0.0, 1.0]"
1922348,"[-0.27272717198570545, 0.24978530919801267, 3.81420068294311, 95.30280559234, -0.5468061918815619, 0.7543279152135459, -1.4914724657197644, 82.10665082047825, -0.14461833362405135, -0.1109164386535895, -0.051856180784031036, 33.16016688276886, 0.0, 0.0, 0.0, 1.0]"
1941946,"[-0.17748299818451854, 0.3694379894215774, 3.7446105793291578, 60.17155546736306, -0.19715695727454982, 0.8947255655565167, -1.6451571886316494, 33.42333378065753, -0.17614693369365853, -0.045848758734711635, -0.06447097952349316, 30.358337867187466, 0.0, 0.0, 0.0, 1.0]"
1947239,"[-0.17660306005620935, 0.061901751737218194, 4.0327382972867065, 89.59594683508618, -0.2952305584961238, 0.9487367025707808, -0.4633237494653753, 42.89219308399372, -0.17154120195241704, -0.05662484584087711, -0.11195588709327765, 30.652144040777085, 0.0, 0.0, 0.0, 1.0]"
1954099,"[-0.21713927779956016, 0.3480068381561064, 3.7439951723482108, 79.00391669574984, -0.37791441013261395, 0.8314602457004574, -1.6718790883868746, 55.45076511306334, -0.16442625434114783, -0.0791218465745832, -0.036769403931410434, 30.379010774111777, 0.0, 0.0, 0.0, 1.0]"
1966828,"[-0.5544155736448685, 0.5451295603797776, 2.581610364608179, 53.144407874786936, -0.43850189929037936, 0.4508800093530501, -3.19162301418153, 100.20931444183202, -0.12922681802783806, -0.1291236622900845, -0.008200913583459717, 30.82153808903297, 0.0, 0.0, 0.0, 1.0]"
1973075,"[-0.31402590044755607, 0.4372772376516808, 3.4595860058955634, 54.97514144750461, -0.3470787052924508, 0.7733087891850555, -2.1782280371819747, 48.79594392239284, -0.1614450364090067, -0.08387591663598652, -0.06830201959877566, 26.980105472258654, 0.0, 0.0, 0.0, 1.0]"
1995612,"[-0.33235500472604507, 0.415300286390819, 3.476326346882605, 51.16577109390305, -0.4190371231033323, 0.7393334889035612, -2.1637268224312436, 61.44323104799592, -0.15436668896569594, -0.0968289525038967, -0.05377120395680755, 29.269045138817013, 0.0, 0.0, 0.0, 1.0]"
1997130,"[-0.4077413421883235, 0.24248885461057987, 3.613905167656537, 82.21600913538366, -0.48683638555697234, 0.7578966458132737, -1.7827574826478, 76.26854595955109, -0.14112757486850316, -0.11064456897453981, -0.14323004856560081, 34.566371427000895, 0.0, 0.0, 0.0, 1.0]"
2001288,"[-0.36569645701592524, 0.6765628838368917, 2.2895029581468465, 48.197808842192394, -0.24722747402682702, 0.500178519136858, -3.156517442172429, 79.05027920704282, -0.1617723353913305, -0.08483014758762956, -0.013004361504277284, 33.850266436665606, 0.0, 0.0, 0.0, 1.0]"
2003831,"[-0.35969038266543807, 0.2534955692961225, 3.686432384752597, 78.34794684897858, -0.3563739559820773, 0.8521053227250985, -1.5735224888896409, 47.12689665817982, -0.15754183517338857, -0.08365165193378397, -0.16211611644398613, 28.52129517819007, 0.0, 0.0, 0.0, 1.0]"
2008848,"[-0.2597230958402021, 0.44010739618378475, 3.528734221026579, 67.68341649298517, -0.45544479693954826, 0.7290695326773226, -2.0974144140839406, 67.4976006423679, -0.15556912356577868, -0.09576338207894451, 0.008316320682595147, 30.47151014993427, 0.0, 0.0, 0.0, 1.0]"
2013741,"[-0.4043069966847765, 0.7076364485079385, 2.3788804128735244, 30.995948828979294, -0.3209294466597083, 0.4835184436665117, -3.3432426492229887, 71.12370093843768, -0.15647040888223948, -0.09412831559386187, 0.0237086130415419, 28.8412182520938, 0.0, 0.0, 0.0, 1.0]"
2022739,"[-0.2532890481018073, 0.45992126144814316, 3.493859073984134, 41.63667900941752, -0.3982373450869971, 0.752182360505404, -2.1552777526079585, 54.6236442360356, -0.1610649639547545, -0.08621337187103083, -0.0055212989874096835, 27.15974381160744, 0.0, 0.0, 0.0, 1.0]"
2022919,"[-0.42467542479430626, 0.5220469922444644, 3.0365569559073626, 59.22480981594645, -0.2879928972582106, 0.6966722264942867, -2.6973422330628334, 57.941939540789306, -0.15680822006547368, -0.08989405774332342, -0.10913529670311596, 27.21982292608249, 0.0, 0.0, 0.0, 1.0]"
2025623,"[-0.3142712961277508, 0.43114368729073427, 3.4721614925821673, 47.916988927880006, -0.48101437580361506, 0.6957737483393898, -2.1897805195067703, 71.30628647795362, -0.14952434106205495, -0.10495098579650876, -0.008456553455242622, 29.179373597265844, 0.0, 0.0, 0.0, 1.0]"
2028580,"[-0.5039056605708329, 0.3858397262759038, 3.172512819952507, 77.66832285571238, -0.42337111509224074, 0.6695115350544021, -2.505593919091229, 81.21615086522, -0.1375463127689429, -0.11596026095185766, -0.1305129428782998, 31.391844750729728, 0.0, 0.0, 0.0, 1.0]"
2041928,"[-0.09511540115017972, 0.13042862625278984, 4.05142131838546, 81.60015423713344, -0.20517872158520664, 0.9675239266943971, -0.6061211408321869, 24.880580627579505, -0.17795906426348015, -0.03955855781682201, -0.04894894210092798, 28.86642619244568, 0.0, 0.0, 0.0, 1.0]"
2045713,"[-0.3309533744549719, 0.528287738102465, 3.209942967591019, 48.087438848440925, -0.3638707707333337, 0.6930800964337135, -2.554641863811531, 67.70936548211101, -0.15906488191712415, -0.08960345867880547, -0.02786154768750088, 32.928724679871664, 0.0, 0.0, 0.0, 1.0]"
2052272,"[-0.4629181110533999, 0.3888796991198269, 3.270014934474815, 68.09643128437558, -0.5690287546644162, 0.5586397633860257, -2.477239019869601, 99.68812613313875, -0.1241653315121461, -0.1338393043423667, -0.02799055349400726, 31.416414624069816, 0.0, 0.0, 0.0, 1.0]"
2053524,"[-0.3092933556871768, 0.7485856917298288, 2.2787299071442457, 27.978167015857167, -0.10029109783956985, 0.5547136888914685, -3.3005545573352646, 56.685069559126106, -0.17238532123564054, -0.05766697327538518, -0.07506038907528292, 28.28053265071774, 0.0, 0.0, 0.0, 1.0]"
2056929,"[-0.5666056346264308, 0.5642893117202318, 2.464989995370235, 41.73056546040071, -0.4956968606595026, 0.34866943870597367, -3.2654635435795276, 106.722239797221, -0.1202502331837489, -0.1367152939315547, 0.0616187707565202, 30.151005374550724, 0.0, 0.0, 0.0, 1.0]"
2063898,"[-0.14229093346294702, 0.16609327791847237, 4.011453300062701, 99.43352180275481, -0.3269460061034602, 0.9540817809992939, -0.8134341838623492, 46.14506337941242, -0.17633284333609897, -0.06351645669906694, -0.05770128313603892, 33.31503001218041, 0.0, 0.0, 0.0, 1.0]"
2082027,"[-0.4046554480246056, 0.5793368435813306, 2.9046666393847675, 40.13722911433646, -0.3910899573459684, 0.5897603643736751, -2.900627211941748, 79.23949654584587, -0.15101733975548182, -0.10278801663896243, -0.009057692270710257, 31.248700850611176, 0.0, 0.0, 0.0, 1.0]"
2107899,"[-0.21607918354666258, 0.4082567679814566, 3.6410612147984605, 61.133062849777296, -0.31791443873017283, 0.8294641911176949, -1.8853824093621725, 55.68050626008598, -0.1686557731903377, -0.06964280830256867, -0.037079414424295465, 33.18764976793196, 0.0, 0.0, 0.0, 1.0]"
2132674,"[-0.3042225274796693, 0.5126626085036013, 3.296057973965842, 48.25350374045959, -0.346077556431129, 0.7257667852033322, -2.4407956212098734, 58.18316655233069, -0.16214177015284223, -0.08380774183977019, -0.032530182952832574, 28.214666024599666, 0.0, 0.0, 0.0, 1.0]"
2138551,"[-0.3626401704760562, 0.6920390413116156, 2.407227883443613, 44.73663005196517, -0.2913103951863333, 0.5091914774256682, -3.2066417335271806, 81.62533275399126, -0.16065083532068605, -0.08693251425708688, 0.013317780561575216, 32.320262848699926, 0.0, 0.0, 0.0, 1.0]"
2150063,"[-0.2682354520540378, 0.4105786676639507, 3.5776487631674643, 62.622285914556706, -0.4467681123141522, 0.7484473036563414, -2.0121019778662643, 82.14149141519573, -0.15592636377279973, -0.09514951571230333, -0.012994983394651258, 32.95812505636944, 0.0, 0.0, 0.0, 1.0]"
2151579,"[-0.2866842695388826, 0.3545121376146995, 3.6537607775956196, 66.48704569244022, -0.6230540991915126, 0.6367157790666002, -1.8650571988798998, 105.47328876285505, -0.13295376936540118, -0.12510275923965208, 0.028757885649280838, 33.80137527885329, 0.0, 0.0, 0.0, 1.0]"
2161340,"[-0.30805837345816295, 0.35490549088366075, 3.623676082232818, 66.80887688997358, -0.40461671007512906, 0.7908429680382305, -1.8850840756611593, 64.57338093074019, -0.15730491286982232, -0.09109178529656103, -0.07501881992413657, 33.915214084127506, 0.0, 0.0, 0.0, 1.0]"
2170230,"[-0.5694065802782627, 0.48365775206292455, 2.728846443574651, 60.82525554839832, -0.44349924383651695, 0.5000956273737936, -3.0534240421357532, 84.96303973358681, -0.1264521846656264, -0.13123101500460863, -0.05269192025958567, 29.629287588006488, 0.0, 0.0, 0.0, 1.0]"
2171815,"[-0.2797460643529855, 0.30863801096271326, 3.732144383485294, 69.73594314540173, -0.4211847251988241, 0.8114802166081827, -1.663028910459524, 63.585537018140585, -0.15761865924213703, -0.09065710628151055, -0.07276108324091662, 30.56644162932936, 0.0, 0.0, 0.0, 1.0]"
2176923,"[-0.30600336187394045, 0.3207658107678054, 3.6798164444745702, 53.756357171440236, -0.45414133976975546, 0.7783201865193036, -1.7798733774203293, 72.11536074723689, -0.15286419305467439, -0.09860765469079218, -0.06937168397612714, 29.620491707447457, 0.0, 0.0, 0.0, 1.0]"
2178423,"[-0.2755831737719071, 0.36209681178630837, 3.6556204094689266, 63.28769024734437, -0.61823492898338, 0.6425832459051647, -1.858157606692676, 98.99009474714006, -0.13447933353184488, -0.12336433427270897, 0.035081829378739854, 33.06189164957166, 0.0, 0.0, 0.0, 1.0]"
2187851,"[-0.41167274990564523, 0.34227094817297116, 3.467370966070129, 68.02425364765104, -0.32869375640663895, 0.8086475669551004, -2.0029710783384482, 46.73429337258597, -0.1552869474110635, -0.08741396323818966, -0.16529688294680966, 27.648193816749295, 0.0, 0.0, 0.0, 1.0]"
2189928,"[-0.04581482309224321, 0.443151048178941, 3.6753412541806805, 37.917278960377686, -0.28380341310872154, 0.8535130124112424, -1.7940100933291492, 42.94702810182578, -0.17498038812891262, -0.05007658828312552, 0.06499817424400658, 25.340580356303285, 0.0, 0.0, 0.0, 1.0]"
2209573,"[-0.18103230992602093, 0.4197661203602106, 3.591151072915046, 66.1619563312316, -0.322307481089073, 0.8133157684265033, -1.8760194830011419, 54.810247068344964, -0.16939481375064458, -0.0683875579467861, -0.009194265784299722, 32.62713574680585, 0.0, 0.0, 0.0, 1.0]"
2212481,"[-0.445009503243762, 0.45166248291544425, 3.174532970998039, 43.83500784703216, -0.5051866193205886, 0.5863682618587657, -2.599506467205219, 84.00137826961827, -0.13508772697126387, -0.12284931763573599, -0.02457420137525845, 29.0178316197106, 0.0, 0.0, 0.0, 1.0]"
2218122,"[-0.19084169815677304, 0.3400222680700034, 3.7803304868082273, 70.12402892562615, -0.3075672208218268, 0.8701415504151133, -1.5806914071622313, 46.718331695309956, -0.17030429278736628, -0.0651672492680231, -0.046109696350065954, 30.435058918825963, 0.0, 0.0, 0.0, 1.0]"
2231361,"[-0.28201886349278477, 0.35929883382377176, 3.651999722153224, 65.41558867562813, -0.5366337665845259, 0.7095401400236743, -1.8748836538352376, 81.59754323484427, -0.14529376315807999, -0.11074488268334512, -0.005468862312080276, 32.52091352896569, 0.0, 0.0, 0.0, 1.0]"
2237233,"[-0.4079469891395086, 0.5031796458740646, 3.1275251459024984, 55.119476080334486, -0.4751031681785013, 0.5955516350102372, -2.6592326060940517, 81.17526329489709, -0.14243631532502418, -0.11440223772071344, -0.0029184389655106426, 28.36123584689474, 0.0, 0.0, 0.0, 1.0]"
2241267,"[-0.29785062369353416, 0.41181236998094967, 3.5355243566969383, 44.652864409376484, -0.35985069898079125, 0.7871756663506317, -2.0561669822902666, 52.08991388021887, -0.16153477056982773, -0.08387249543768976, -0.06470234549424612, 28.477681170419977, 0.0, 0.0, 0.0, 1.0]"
2254618,"[-0.3424047182230306, 0.27310088034557506, 3.6905722140764876, 68.36373136157479, -0.4523304177390813, 0.790724192163482, -1.6934027175292092, 57.33014025279831, -0.15044756296067613, -0.10009325748017463, -0.11041187977962372, 28.435513843578075, 0.0, 0.0, 0.0, 1.0]"
2276982,"[-0.0017117926128555057, 0.14112803587877268, 4.064169097625059, 70.8750195900881, -0.2747030712082174, 0.9518390631492918, -0.5589907865498381, 36.5566941073598, -0.17566369923264918, -0.049726349558793986, 0.027854211724364177, 30.98610277563173, 0.0, 0.0, 0.0, 1.0]"
2285443,"[-0.19217462508473732, 0.25187463904369045, 3.676739352200533, 87.78829986092808, -0.3006442004030692, 0.8486447564559632, -1.2446127805776042, 44.64410894190516, -0.1693161832437756, -0.06630046582228592, -0.07260112222950435, 29.377051123566837, 0.0, 0.0, 0.0, 1.0]"
2287381,"[-0.29732589230608175, 0.6930371757940954, 2.5815810852060257, 33.1982441274501, -0.27403877336602095, 0.5664191523149221, -3.094571930599735, 69.57587483191739, -0.1664828017532208, -0.07512219675177736, 0.016730758775986156, 31.65103172635981, 0.0, 0.0, 0.0, 1.0]"
2289757,"[-0.364414613141377, 0.3424940244491826, 3.555024887509749, 84.87531827705762, -0.4520075759184029, 0.7479682896234836, -1.9953124934236566, 77.65434933392838, -0.14874464993980474, -0.10386845122861696, -0.08832051086050954, 33.17868831811024, 0.0, 0.0, 0.0, 1.0]"
2318475,"[-0.4254994924655245, 0.39418717975023687, 3.3441308618160237, 72.41721388882428, -0.6349138127272553, 0.5113893003534278, -2.3773883905018054, 110.56491942806106, -0.1178095786836788, -0.13950534456793154, 0.024509248103057636, 31.26566098336567, 0.0, 0.0, 0.0, 1.0]"
2341207,"[-0.28966023402500196, 0.4395242168780681, 3.4276120266985117, 70.61723965458079, -0.37058080266673016, 0.7502137573486921, -2.1490719163757634, 63.60641687113943, -0.16061412829359686, -0.08646037826109935, -0.0419021970880577, 31.12329715729552, 0.0, 0.0, 0.0, 1.0]"
2343939,"[-0.589669178355828, 0.5110931876705275, 2.567263367244365, 81.79580437849981, -0.4116888791584453, 0.4759403796359102, -3.190486641704095, 93.30986403018588, -0.12694189676472373, -0.13075772418732953, -0.052677000145999395, 32.54609027070021, 0.0, 0.0, 0.0, 1.0]"
2352193,"[-0.23520155820598507, 0.3263114925279083, 3.7585045475440237, 63.541724365839144, -0.3673236822899802, 0.8422561409744528, -1.619773631760793, 53.010855308919645, -0.16439805203055316, -0.07839294425460121, -0.05867852097535615, 29.85064646442731, 0.0, 0.0, 0.0, 1.0]"
2361678,"[-0.38854410570547077, 0.28690061348738355, 3.594676747028955, 65.72146038018545, -0.6305818097647503, 0.6101147784804981, -1.96935662908589, 88.00893780191709, -0.12274422049869545, -0.13492639634845432, -0.04210664468017872, 31.02465991822399, 0.0, 0.0, 0.0, 1.0]"
2367690,"[-0.299331617076035, 0.4198586152510507, 3.5174210308447638, 58.80848360517457, -0.37871484017581397, 0.7719371438414458, -2.0960503650212434, 55.28866769516627, -0.15999671731032203, -0.08720221794066454, -0.054043871829029554, 30.577572993733995, 0.0, 0.0, 0.0, 1.0]"
2373944,"[-0.41154315043604056, 0.49330077757918345, 3.146053289901402, 62.53858386588635, -0.319311702827883, 0.7095149212265931, -2.5789050108347684, 61.6816619137214, -0.15595036913860372, -0.09193672180546385, -0.10085945783843984, 29.50785884674066, 0.0, 0.0, 0.0, 1.0]"
2378758,"[0.0898613006399492, 0.1965647155168875, 4.0082325575222715, 52.09766440045304, -0.2468961216685905, 0.954126844949298, -0.6952850786606157, 29.850638235357778, -0.17627367079130912, -0.041259460176205257, 0.10070260888548326, 28.413825287899144, 0.0, 0.0, 0.0, 1.0]"
2383163,"[-0.3546817170513394, 0.38307146571721457, 3.501423898307269, 60.79978012400349, -0.5560187487538689, 0.6469711530634081, -2.14211145299579, 86.50982218565717, -0.13732873523754532, -0.1204501628520754, -0.01235544179986366, 31.75089195933966, 0.0, 0.0, 0.0, 1.0]"
2383372,"[-0.21686454670973493, 0.4568249810053982, 3.5416804066565173, 51.47870039427757, -0.3972506645176981, 0.7659690730009835, -2.075019764355314, 57.0535706868525, -0.16291009445032306, -0.08263719121443985, 0.01152186859698378, 29.86430290988407, 0.0, 0.0, 0.0, 1.0]"
2385089,"[-0.4771985526635579, 0.3227719131764772, 3.3555342064225857, 71.90445123587418, -0.5328244751647894, 0.6333775863216352, -2.3038204762613135, 91.82225722787109, -0.12767299344185734, -0.12849013203637122, -0.09769956918452288, 31.7439445749089, 0.0, 0.0, 0.0, 1.0]"
2412395,"[-0.19989433829969794, 0.45215312199354546, 3.5685102254288648, 44.69586408532035, -0.46795829558476476, 0.7353821117283681, -2.0121163273287728, 71.223683653138, -0.15727010464011695, -0.09221362635013244, 0.048442556445650174, 29.55691515766381, 0.0, 0.0, 0.0, 1.0]"
2418800,"[-0.2791285731479012, 0.38315735473610457, 3.6024363492294524, 74.59797297197089, -0.33163547489148115, 0.8187827017843514, -1.9007432301960803, 52.74349741801102, -0.16453620570610472, -0.0771815305734987, -0.07650889300745806, 33.06426629255743, 0.0, 0.0, 0.0, 1.0]"
2421304,"[-0.21805914696632211, 0.36214465885167607, 3.7204229349735862, 49.20365434500928, -0.4130091890929503, 0.8071079942843327, -1.7320129481921747, 59.07215095257085, -0.1615431421933665, -0.08518790023863423, -0.019821156642500178, 30.04105253016482, 0.0, 0.0, 0.0, 1.0]"
2423226,"[-0.36526425515596933, 0.41283050681471417, 3.425258279137231, 55.20232688965568, -0.5078587140704407, 0.6627852131908382, -2.258996091317558, 84.54569445257567, -0.14253061601285003, -0.11413322705207542, -0.024324135852797326, 31.239692667781398, 0.0, 0.0, 0.0, 1.0]"
2437396,"[-0.537903932888613, 0.393793297351791, 3.059966628391091, 84.2425299763898, -0.5007483883088103, 0.5620409214095953, -2.7025011732266098, 93.40374224673246, -0.12389587104946072, -0.13288108930854092, -0.07884950761121085, 31.88229331245658, 0.0, 0.0, 0.0, 1.0]"
2451247,"[-0.256670533537105, 0.4199674331385924, 3.416713928074412, 70.8247547249848, -0.292411498456252, 0.7834111835141344, -1.9930576579081183, 57.167377510896266, -0.16724887386736637, -0.07190510609711617, -0.06279190141582663, 32.74313829853071, 0.0, 0.0, 0.0, 1.0]"
2452373,"[-0.43424641334402814, 0.49913913640613694, 3.078372807906443, 45.368613225239834, -0.47857949513015163, 0.5774013272285856, -2.715591315422979, 84.57811455101725, -0.13942088069662664, -0.11804068307075247, -0.008892525791608848, 29.296235750364993, 0.0, 0.0, 0.0, 1.0]"
2474714,"[-0.3134595195617683, 0.39186607582571376, 3.550955409751731, 64.77559433639924, -0.45291209267238336, 0.7389082644214967, -2.048049507068946, 66.70529405935312, -0.152481185644632, -0.10014062547337857, -0.040602714135950124, 28.958667481478244, 0.0, 0.0, 0.0, 1.0]"
2487196,"[-0.2899264015859509, 0.44700826694921736, 3.474047774546218, 56.288830821768215, -0.4034774631382699, 0.7447121462635342, -2.1824006972590637, 62.841624453965196, -0.1585479309947918, -0.090536400738831, -0.026665466904692008, 30.56927297098575, 0.0, 0.0, 0.0, 1.0]"
2506542,"[-0.18566035155805552, 0.2901213731323449, 3.8425732655992566, 76.50534483088525, -0.211855612577755, 0.9182495622688512, -1.3409355144044695, 28.91576359153524, -0.17525414623393434, -0.04755621275748268, -0.08219493417936898, 28.575570783245958, 0.0, 0.0, 0.0, 1.0]"
2523805,"[-0.1512356094829667, 0.27133249692826517, 3.902174167988896, 61.82902283184637, -0.3104184177156164, 0.8999097485790846, -1.2573292955784865, 40.52775384087167, -0.171455356870368, -0.06236771618576473, -0.0389038462010414, 27.636451890537494, 0.0, 0.0, 0.0, 1.0]"
2537991,"[-0.36859372345640734, 0.6322768168991234, 2.7975029436758097, 44.96167483017523, -0.3301330928499816, 0.5962369046320909, -3.0041821047003947, 74.7901600897664, -0.15875853510128282, -0.09037776913624943, -0.008275260810106827, 30.714919705848526, 0.0, 0.0, 0.0, 1.0]"
2551431,"[-0.3011049683395519, 0.40963034227798156, 3.5351509366000977, 63.81570108506481, -0.5184708339001092, 0.6875721983239319, -2.086962447835865, 75.34832156120969, -0.14621365171011216, -0.10953124687902274, 0.0040124845844860734, 29.509366693511424, 0.0, 0.0, 0.0, 1.0]"
2561799,"[-0.5278811248651499, 0.40887863039728717, 3.0560360174199723, 69.594892613952, -0.5343075266518732, 0.5214407228137985, -2.7312033490382523, 102.4345080489098, -0.12061247096740735, -0.1368263840851276, -0.04259384475941446, 30.97727039590367, 0.0, 0.0, 0.0, 1.0]"
2574809,"[-0.27696476339884135, 0.45728866374534555, 3.4693179271612653, 58.647024141383014, -0.4072352083725233, 0.7407399070473984, -2.1933935760099144, 63.05387287794625, -0.15900005007654874, -0.08990828107970265, -0.014201106621550462, 29.8373675682968, 0.0, 0.0, 0.0, 1.0]"
2578302,"[-0.20604058701145733, 0.4370985684848271, 3.4382127872730877, 60.99084342681613, -0.33775325375496096, 0.7664624593773103, -1.983290808368899, 54.045682488464124, -0.1666987917207313, -0.07472583484035153, -0.008255301736724332, 28.487575418700267, 0.0, 0.0, 0.0, 1.0]"
2594570,"[-0.1168765448017706, 0.2990721737833061, 3.887872312481695, 48.152769016979185, -0.44772289646863955, 0.835317744360729, -1.3097565188838756, 52.752777100849414, -0.16195692722064145, -0.08427646180693327, 0.027204302544969694, 27.21459554647559, 0.0, 0.0, 0.0, 1.0]"
2605112,"[-0.2759453586530824, 0.5791665809996912, 3.1490879243590837, 50.11269666730051, -0.2773063873265803, 0.7161644768854306, -2.6293227772927317, 55.49489205658567, -0.16813205708595855, -0.07115027451513636, -0.027761753393576852, 29.67628312336838, 0.0, 0.0, 0.0, 1.0]"
2609938,"[-0.2531633618610032, 0.6991189749654088, 2.569207355583874, 26.339648454356094, -0.13281897584128038, 0.6149842628848948, -3.0408859744525936, 55.24982396821275, -0.18496719677695114, -0.055454794952860896, -0.0528541106828612, 29.62734868682209, 0.0, 0.0, 0.0, 1.0]"
2624313,"[0.0069380237103602495, 0.055387416920329564, 4.098862245404176, 65.43832006355348, -0.31610881172218724, 0.9473854719493864, -0.2067352214647646, 38.78731088536442, -0.17331975393698118, -0.057596776462036044, 0.018061075060711928, 31.606002486322513, 0.0, 0.0, 0.0, 1.0]"
2642377,"[-0.36782275046135593, 0.6895956861626782, 2.2513817333009944, 51.85858680496217, -0.22092901602104514, 0.5031113585238909, -3.2054258161129243, 76.52770661986243, -0.16320491991549124, -0.08183933967074426, -0.026906827807458265, 32.72830891728401, 0.0, 0.0, 0.0, 1.0]"
2652995,"[-0.3756339237914583, 0.41620358419139664, 3.3993802323449005, 67.96358889112737, -0.4164606648617289, 0.7223865003396304, -2.2661582159575, 67.85477618607597, -0.151255504003988, -0.10088392318030628, -0.07351533365881004, 30.16523558939616, 0.0, 0.0, 0.0, 1.0]"
2664769,"[-0.25133822130925104, 0.45232805873520365, 3.51288773318594, 49.18021548786216, -0.6114082312667591, 0.611166416645191, -2.063504199373269, 106.03077493326387, -0.13708120749918593, -0.11866211121655838, 0.09221072572880736, 33.52186468615941, 0.0, 0.0, 0.0, 1.0]"
2668366,"[0.014670825484127119, 0.19840997267043403, 4.0231962709713835, 54.7042561775003, -0.15916931273926463, 0.9680803798645691, -0.794828525445247, 21.09402254835021, -0.18034330835551352, -0.02797877056242997, 0.03433748349248927, 28.044196184872806, 0.0, 0.0, 0.0, 1.0]"
2682467,"[-0.03184559853303309, 0.32298564923537576, 3.883036874003681, 47.83137745348325, -0.47977206226874813, 0.8252533737886928, -1.2231730855443652, 72.32760298899123, -0.16018735867281741, -0.08463942069691621, 0.09650910254037087, 33.329540288012524, 0.0, 0.0, 0.0, 1.0]"
2684247,"[-0.4026038276384163, 0.5417730625251638, 3.028983799500044, 59.15246361315657, -0.3332396477916172, 0.6639839820913864, -2.748002909645756, 67.33534249606973, -0.15575647751912386, -0.09415432873024675, -0.06508666261229637, 31.277530820649815, 0.0, 0.0, 0.0, 1.0]"
2687034,"[-0.24753189724611563, 0.5434609097257093, 3.1477053704604465, 59.724428476388915, -0.33665102932021185, 0.6890084213786793, -2.451013669605155, 65.75899340297059, -0.16494382800461493, -0.07851275885785695, 0.009850274762757636, 30.930382414492087, 0.0, 0.0, 0.0, 1.0]"
2687594,"[-0.2690223514146985, 0.36775167080513066, 3.6543431582544437, 75.07204295240692, -0.4285674556634928, 0.7819844977905528, -1.8579669806710672, 61.949914281027716, -0.15757747512642337, -0.0919396086226427, -0.03957368286937753, 31.6270797891466, 0.0, 0.0, 0.0, 1.0]"
2691308,"[-0.5389370139935353, 0.4789627679166899, 2.8446294252145625, 58.500237220123466, -0.5408644729692875, 0.4338705086599468, -2.958132259418199, 109.9868024725125, -0.1179763239349425, -0.13941603460548535, 0.018918799014136265, 31.2114767039495, 0.0, 0.0, 0.0, 1.0]"
2695393,"[-0.29978210652053944, 0.6736785597297695, 2.6304158718377453, 35.32400722668463, -0.22288771435694926, 0.6015194793812918, -3.0244346564053184, 63.613181860205046, -0.16880644272368178, -0.06962401694443807, -0.02371210013043275, 29.887688574295602, 0.0, 0.0, 0.0, 1.0]"
